"Orszag","IskolaTipusa","Nem","SzamitogepekOtthon","OraszamIskolaMat","OraszamIskolaTermTud","OraszamOtthonMat","OraszamOtthonTermTud","OraszamOtthonNyelv","KulonOrakMat","KulonOrakTermTud","KulonOrakNyelv","PontMat","PontSzovegertes","PontTermTud"
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",5,4,4,4,3,NA,1,NA,559.366,562.731,593.821
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",5,4,1,1,1,0,0,0,657.11,627.335,604.746
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,1,NA,NA,NA,NA,NA,597.901,493.698,526.299
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,5,1,2,1,0,0,0,622.634,669.8,636.772
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,2,3,NA,NA,NA,612.993,636.489,624.973
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,1,1,2,2,3,4,548.803,521.095,536.835
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,6,6,7,NA,NA,NA,591.567,601.591,654.202
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,4,4,4,3,4,513.903,532.506,482.496
"HUN      ","Gimn4Osztalyos","No",">=3",5,6,3,6,4,0,0,0,598.863,608.865,593.188
"HUN      ","Gimn4Osztalyos","No","2",5,6,1,1,2,0,0,0,626.14,660.19,653.077
"HUN      ","Gimn4Osztalyos","No","2",3,6,NA,NA,1,NA,NA,NA,626.744,668.029,619.865
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,3,5,2,1,0,0,617.555,606.107,622.677
"HUN      ","Gimn4Osztalyos","No","1",3,6,1,3,2,0,1,1,486.084,577.53,522.507
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",5,6,2,2,2,NA,NA,NA,663.908,568.412,641.741
"HUN      ","AltIskola","No","1",3,4,2,3,1,NA,NA,NA,325.242,312.425,291.72
"HUN      ","AltIskola","No","1",3,4,2,3,1,NA,NA,NA,354.815,360.778,308.845
"HUN      ","AltIskola","Ferfi","0",3,3,3,1,4,NA,NA,NA,397.123,359.354,329.482
"HUN      ","AltIskola","Ferfi","1",4,4,4,2,3,3,3,3,506.082,367.397,386.652
"HUN      ","AltIskola","Ferfi","1",3,7,3,6,12,NA,NA,NA,294.489,190.31,156.769
"HUN      ","AltIskola","Ferfi","1",3,5,4,5,4,NA,NA,NA,495.826,310.797,401.055
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,NA,3,NA,NA,NA,399.643,413.972,410.345
"HUN      ","Gimn4Osztalyos","No","2",3,4,4,3,5,1,2,4,559.044,564.642,581.698
"HUN      ","Gimn4Osztalyos","No","1",3,5,NA,NA,NA,NA,NA,NA,380.852,459.39,462.629
"HUN      ","Gimn4Osztalyos","No","1",3,4,2,2,2,1,2,1,369.568,391.752,388.923
"HUN      ","Gimn4Osztalyos","No","1",3,4,3,3,5,0,0,0,429.752,515.078,525.69
"HUN      ","Gimn4Osztalyos","No","1",3,4,2,7,4,1,2,4,324.12,380.246,373.564
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,2,4,NA,2,2,432.526,435.583,391.818
"HUN      ","Gimn4Osztalyos","No","1",3,4,7,4,5,2,7,4,317.68,323.085,268.413
"HUN      ","Gimn4Osztalyos","No","1",4,6,2,2,2,2,2,2,466.998,538.37,454.552
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,5,3,3,0,2,0,425.81,485.065,498.796
"HUN      ","Gimn4Osztalyos","Ferfi","0",3,4,4,5,2,2,3,4,317.45,378.155,381.83
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,1,1,1,NA,NA,NA,428.497,469.61,535.454
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,11,7,9,0,1,0,462.637,474.63,466.541
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,2,1,3,NA,NA,NA,424.988,388.543,411.08
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,3,2,NA,NA,NA,601.488,589.132,591.592
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,10,8,3,0,2,NA,321.463,379.416,433.647
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,5,4,2,5,NA,3,4,367.131,437.236,402.412
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,21,16,28,4,8,12,404.083,410.867,396.723
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,2,4,1,2,1,364.664,280.792,294.839
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,0,7,7,0,0,0,349.916,387.522,375.688
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,2,2,2,1,1,1,385.259,354.442,389.227
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,5,6,NA,NA,NA,604.37,496.071,570.936
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,10,10,10,9,9,9,378.713,428.175,449.78
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,10,2,4,NA,2,NA,485.893,428.679,452.443
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,8,8,8,NA,NA,NA,476.854,490.725,499.719
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,3,4,5,1,1,1,484.818,426.358,449.177
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,2,1,1,1,2,1,397,400.917,387.605
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,3,2,2,1,1,1,437.957,432.074,504.381
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,1,1,1,7,5,9,341.655,421.37,428.577
"HUN      ","Gimn4Osztalyos","No","2",3,6,4,17,7,0,0,2,527.041,563.197,535.889
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,6,8,8,8,4,3,4,535.379,569.007,547.678
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,6,1,3,1,2,2,1,483.049,549.31,520.733
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,6,2,2,2,NA,NA,NA,542.94,492.864,541.404
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,6,0,0,0,0,0,NA,591.52,505.034,568.899
"HUN      ","Szakkozep","No",">=3",3,4,1,1,1,NA,NA,NA,517.865,474.292,487.436
"HUN      ","Szakkozep","No","2",3,4,1,NA,NA,NA,NA,NA,416.187,507.77,475.891
"HUN      ","Szakkozep","No","2",3,4,0,0,2,1,0,2,529.358,557.796,540.649
"HUN      ","Szakkozep","No","2",3,4,30,24,20,NA,1,NA,390.096,402.22,378.756
"HUN      ","Szakkozep","No",">=3",3,3,1,5,4,NA,NA,NA,496.099,580.898,542.01
"HUN      ","Szakkozep","No",">=3",3,4,7,7,7,NA,NA,NA,470.461,486.732,491.261
"HUN      ","Szakkozep","No","2",3,4,1,1,1,0,1,0,446.205,469.41,433.729
"HUN      ","Szakkozep","No","2",1,0,2,0,1,0,0,0,432.518,538.72,504.841
"HUN      ","Szakkozep","No","2",3,4,3,4,4,NA,1,1,382.946,475.137,461.909
"HUN      ","Szakkozep","No",">=3",3,4,4,2,1,0,1,0,422.76,401.146,442.606
"HUN      ","Szakkozep","No","2",1,0,2,NA,2,NA,2,2,504.802,497.676,481.279
"HUN      ","Szakkozep","No","1",3,4,0,1,1,0,0,0,329.929,415.262,398.396
"HUN      ","Szakkozep","No",">=3",1,0,1,NA,NA,NA,NA,NA,470.735,371.548,389.086
"HUN      ","Szakkozep","No","2",1,0,1,NA,1,NA,1,NA,488.458,572.06,560.435
"HUN      ","Szakkozep","No","1",1,0,NA,NA,NA,NA,NA,NA,450.195,505.681,469.394
"HUN      ","Szakkozep","No",">=3",1,0,1,0,1,0,0,0,548.913,568.597,564.159
"HUN      ","Szakkozep","No","2",3,4,2,1,1,0,2,0,464.887,472.141,503.669
"HUN      ","Szakkozep","No","2",4,5,1,2,2,1,1,1,576.356,568.605,582.858
"HUN      ","Szakkozep","No","1",3,4,2,2,3,0,0,0,413.967,536.25,519.996
"HUN      ","Szakkozep","Ferfi",">=3",3,4,8,4,8,NA,10,NA,558.586,544.439,572.173
"HUN      ","Szakkozep","Ferfi","0",3,4,0,0,0,0,0,0,539.29,482.838,521.38
"HUN      ","Szakkozep","Ferfi","1",3,4,0,0,1,0,0,0,488.207,507.246,571.86
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,NA,2,NA,2,NA,420.525,401.999,432.842
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,2,7,1,3,4,399.602,468.755,481.286
"HUN      ","Szakkozep","Ferfi",">=3",1,0,NA,NA,NA,NA,NA,NA,546.334,490.343,527.877
"HUN      ","Szakkozep","Ferfi","2",1,0,1,0,1,0,0,0,544.465,522.438,543.902
"HUN      ","Szakkozep","Ferfi",">=3",3,4,1,2,2,3,1,1,511.132,476.836,518.744
"HUN      ","Szakkozep","Ferfi","2",1,0,NA,NA,1,NA,NA,NA,525.511,569.904,580.586
"HUN      ","Szakkozep","No",">=3",3,4,3,3,3,0,0,0,507.951,553.875,564.062
"HUN      ","Szakkozep","No",">=3",3,5,1,1,2,0,0,0,526.33,492.494,512.802
"HUN      ","Szakkozep","No","2",3,5,10,9,7,6,6,6,507.353,475.685,504.965
"HUN      ","Szakkozep","No","1",3,5,2,1,1,0,0,0,453.594,478.88,503.701
"HUN      ","Szakkozep","No",">=3",3,5,2,1,1,NA,1,NA,481.41,526.678,479.317
"HUN      ","Szakkozep","No","1",3,5,2,1,1,NA,1,NA,437.212,533.343,511.477
"HUN      ","Szakkozep","Ferfi",">=3",3,5,3,5,4,2,3,3,438.927,487.011,483.609
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,2,3,1,1,1,505.709,567.898,503.558
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,1,NA,NA,NA,1,NA,480.709,495.938,533.192
"HUN      ","Gimn4Osztalyos","No","2",1,0,1,NA,2,0,1,0,482.886,554.363,579.136
"HUN      ","Gimn4Osztalyos","No","2",1,0,14,0,14,0,0,0,562.762,582.471,609.759
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,1,NA,2,0,1,2,434.147,495.274,481.525
"HUN      ","Gimn4Osztalyos","No","2",1,0,15,4,9,0,4,0,461.831,551.501,488.544
"HUN      ","Gimn4Osztalyos","No","1",1,0,5,NA,7,NA,NA,NA,555.291,492.44,520.888
"HUN      ","Gimn4Osztalyos","No","1",3,4,0,1,2,0,0,0,489.302,546.153,537.323
"HUN      ","Gimn4Osztalyos","No","1",2,0,1,NA,1,0,0,0,476.256,543.521,503.095
"HUN      ","Gimn4Osztalyos","No","1",1,0,NA,NA,1,0,0,0,531.29,613.861,593.604
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,2,NA,4,NA,NA,NA,501.576,575.071,530.881
"HUN      ","Gimn4Osztalyos","No",">=3",2,4,0,1,3,0,1,0,435.297,508.145,513.96
"HUN      ","Gimn4Osztalyos","No","2",NA,NA,NA,NA,NA,NA,NA,NA,414.535,472.166,506.601
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,4,2,0,0,0,520.271,600.907,641.021
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,1,NA,1,NA,NA,NA,623.854,569.945,604.006
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,NA,NA,NA,NA,NA,NA,480.103,465.408,480.48
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,4,4,3,NA,NA,NA,544.868,466.168,517.14
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,NA,NA,NA,10,15,14,539.739,453.905,549.368
"HUN      ","Gimn4Osztalyos","Ferfi",NA,1,0,1,0,0,0,1,0,449.753,507.311,522.738
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,2,16,4,NA,11,13,524.058,525.234,548.987
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,0,1,0,2,0,0,0,527.786,612.601,628.255
"HUN      ","AltIskola","No",">=3",3,3,1,2,3,2,1,3,455.643,571.317,513.413
"HUN      ","AltIskola","No","2",3,6,1,1,3,0,1,0,379.262,469.826,438.812
"HUN      ","AltIskola","No","2",3,4,4,NA,4,2,3,3,454.287,394.016,456.375
"HUN      ","AltIskola","Ferfi","1",3,6,9,7,14,NA,1,1,486.283,489.747,511.191
"HUN      ","AltIskola","Ferfi","2",6,6,1,3,0,NA,NA,NA,456.305,406.16,430.646
"HUN      ","AltIskola","Ferfi","1",3,3,1,0,1,0,0,NA,355.795,390.778,351.48
"HUN      ","AltIskola","Ferfi","2",3,6,1,9,2,0,1,0,461.221,503.527,501.799
"HUN      ","Gimn4Osztalyos","No","2",5,4,1,1,1,0,0,0,391.141,418.061,413.275
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,3,4,6,4,3,6,519.879,563.106,507.818
"HUN      ","Gimn4Osztalyos","No","1",3,4,3,4,6,3,4,6,405.089,380.43,413.756
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,5,10,3,0,0,0,508.485,400.92,478.578
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,0,1,1,NA,NA,NA,364.39,406.502,370.482
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,5,4,2,12,4,3,421.594,402.626,409.683
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,NA,NA,NA,NA,NA,NA,519.546,513.698,501.789
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,0,3,0,2,2,0,497.879,482.939,537.303
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,4,4,NA,NA,NA,401.51,440.121,434.318
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,4,3,2,4,2,3,4,476.886,495.104,480.21
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,4,2,4,1,1,1,511.892,493.47,484.568
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,4,5,NA,10,NA,NA,NA,306.359,331.754,336.688
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,4,3,5,8,4,4,3,489.623,348.366,392.326
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,4,NA,5,NA,NA,NA,450.59,429.341,404.551
"HUN      ","Gimn4Osztalyos","Ferfi","0",4,4,13,12,13,4,4,4,410.239,359.784,404.324
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,1,2,1,NA,NA,NA,504.889,466.575,493.678
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,4,4,2,4,5,5,425.394,453.206,460.876
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,10,6,7,NA,NA,NA,473.018,394.116,392.033
"HUN      ","Gimn4Osztalyos","No","1",4,6,6,3,5,0,0,0,478.963,467.059,462.103
"HUN      ","Gimn4Osztalyos","No","2",5,6,2,6,2,4,1,1,369.27,391.977,401.961
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,6,5,9,7,NA,NA,NA,490.171,475.176,482.717
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,6,6,3,2,6,2,5,528.539,472.199,472.651
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,1,2,1,0,0,0,631.249,613.168,620.996
"HUN      ","Gimn4Osztalyos","No","2",3,4,6,6,8,0,0,0,588.718,633.328,607.131
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,5,3,NA,NA,NA,485.81,460.309,559.497
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,2,8,NA,NA,NA,512.311,541.955,555.032
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,1,1,1,0,0,560.026,544.268,529.179
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,1,2,2,2,3,494.28,511.036,495.972
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,1,1,1,2,1,563.405,530.542,564.996
"HUN      ","Gimn4Osztalyos","No","1",3,4,6,4,6,NA,NA,NA,442.086,570.564,519.311
"HUN      ","Gimn4Osztalyos","No","1",3,4,14,18,11,0,0,0,610.967,582.15,591.865
"HUN      ","Gimn4Osztalyos","No","1",3,4,5,7,3,NA,NA,NA,424.081,482.018,506.337
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,5,3,NA,0,1,511.979,441.495,495.083
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,1,2,0,0,0,0,556.01,537.789,560.717
"HUN      ","Gimn4Osztalyos","No","2",3,4,1,4,3,NA,1,3,545.411,555.003,565.77
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,3,2,3,1,2,2,485.781,536.925,532.702
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,1,4,1,2,3,512.781,497.401,491.412
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,3,3,0,0,0,572.815,529.764,597.776
"HUN      ","Gimn4Osztalyos","No","1",2,0,2,0,2,0,2,0,483.67,571.823,505.591
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,1,2,1,NA,1,NA,485.695,553.777,532.918
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,2,2,1,0,0,0,536.969,572.439,564.848
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,1,2,2,1,0,0,554.734,524.185,561.426
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,6,4,2,1,5,2,493.775,520.124,514.086
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,0,0,0,0,0,0,576.102,540.317,567.593
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,3,2,4,0,0,0,568.564,522.412,550.686
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,0,2,1,0,0,0,679.795,700.357,731.676
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,1,2,1,10,4,7,415.366,433.141,473.229
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,0,1,0,1,0,0,0,602.201,550.045,587.408
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,7,5,3,1,1,NA,495.876,492.031,521.236
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,1,4,0,0,0,0,580.129,525.119,614.786
"HUN      ","Gimn4Osztalyos","No","0",4,6,3,3,4,0,0,0,550.048,572.569,580.769
"HUN      ","Gimn4Osztalyos","No","2",3,6,4,3,2,0,1,0,533.293,496.204,544.557
"HUN      ","Gimn4Osztalyos","No","2",3,6,3,4,5,0,1,0,537.704,517.968,534.279
"HUN      ","Gimn4Osztalyos","No","2",3,6,6,4,8,7,7,9,526.159,578.568,556.294
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,6,1,2,1,0,0,0,579.017,528.029,622.501
"HUN      ","AltIskola","No","0",4,5,2,2,3,NA,NA,NA,453.106,480.596,511.708
"HUN      ","AltIskola","No","2",4,6,2,2,1,1,3,2,373.176,404.576,396.514
"HUN      ","AltIskola","No","1",4,5,5,4,5,NA,NA,NA,482.252,505.314,505.963
"HUN      ","AltIskola","Ferfi","1",NA,NA,1,1,1,NA,NA,NA,352.092,328.225,361.057
"HUN      ","AltIskola","Ferfi","2",4,6,11,7,4,3,2,2,413.175,444.991,407.163
"HUN      ","AltIskola","Ferfi","1",5,6,1,1,1,NA,NA,NA,405.397,319.025,434.189
"HUN      ","Gimn4Osztalyos","No","1",4,4,0,1,1,0,0,0,443.506,545.068,505.526
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,4,1,1,1,3,1,481.595,565.43,526.478
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,1,1,1,2,1,413.837,480.894,463.402
"HUN      ","Gimn4Osztalyos","No","2",4,4,9,6,9,0,0,0,458.827,502.182,465.277
"HUN      ","Gimn4Osztalyos","No","2",4,4,3,2,2,2,3,2,455.048,526.953,467.364
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,4,5,7,0,3,1,490.932,491.394,469.546
"HUN      ","Gimn4Osztalyos","No","1",4,4,2,1,1,NA,NA,NA,402.146,488.476,466.242
"HUN      ","Gimn4Osztalyos","No","1",4,4,4,2,2,NA,2,NA,458.379,554.782,472.722
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,1,2,0,1,0,404.076,524.164,487.211
"HUN      ","Gimn4Osztalyos","No","1",4,4,4,3,1,NA,NA,NA,475.826,549.956,561.564
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,0,4,4,4,0,3,576.224,522.249,521.64
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,5,4,6,4,0,0,0,615.184,538.831,593.846
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,NA,2,6,NA,NA,NA,553.463,556.741,542.926
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,4,5,0,0,0,540.801,601.52,608.55
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,1,4,3,0,0,0,541.269,507.188,511.265
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,2,3,4,0,0,0,568.981,590.993,592.615
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,1,1,1,0,0,0,486.465,502.182,471.776
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,4,4,2,2,3,538.537,499.961,510.272
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,3,3,3,2,2,3,445.903,447.87,447.405
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,3,2,2,0,0,0,456.49,490.848,467.523
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,3,1,0,0,0,476.167,525.003,507.529
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,0,0,0,0,0,0,540.891,596.342,606.943
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,1,5,5,1,1,0,506.362,513.166,501.787
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,5,1,2,0,NA,NA,491.259,570.843,524.919
"HUN      ","Gimn4Osztalyos","No","2",4,6,1,1,2,0,0,0,465.923,523.496,490.885
"HUN      ","Gimn4Osztalyos","No","2",4,7,0,2,0,4,1,0,533.294,605.764,571.917
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,0,0,0,0,0,0,464.39,483.426,441.987
"HUN      ","Gimn4Osztalyos","No","1",4,6,1,2,3,NA,NA,NA,559.972,614.04,569.477
"HUN      ","Gimn4Osztalyos","No",">=3",4,6,2,4,4,0,0,0,538.321,539.896,515.638
"HUN      ","Gimn4Osztalyos","No","1",4,6,3,3,3,0,0,0,511.813,511.398,527.749
"HUN      ","Gimn4Osztalyos","No","1",4,6,0,1,1,0,0,0,461.582,483.223,507.963
"HUN      ","Gimn4Osztalyos","No","2",4,7,15,9,5,NA,NA,NA,529.076,518.077,447.79
"HUN      ","Gimn4Osztalyos","No","2",4,6,1,2,5,NA,1,NA,486.41,485.628,488.785
"HUN      ","Gimn4Osztalyos","No",">=3",4,6,1,1,1,0,0,0,555.157,555.137,551.359
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,4,5,0,1,0,512.476,518.307,510.169
"HUN      ","Gimn4Osztalyos","No",">=3",3,8,1,5,6,NA,1,NA,530.441,573.189,585.1
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,20,15,24,0,4,1,469.255,492.065,452.988
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,5,4,8,0,0,0,549.233,519.031,528.555
"HUN      ","Gimn4Osztalyos","No","2",3,8,2,6,3,NA,NA,NA,538.524,567.156,615.15
"HUN      ","Gimn4Osztalyos","No","2",3,4,2,1,4,0,1,0,537.75,538.943,569.965
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,1,1,2,0,0,0,446.932,525.364,471.096
"HUN      ","Gimn4Osztalyos","No","0",3,8,1,2,3,0,0,0,563.46,486.974,474.78
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,4,4,NA,NA,NA,502.513,482.295,527.981
"HUN      ","Gimn4Osztalyos","No","2",3,4,1,2,2,NA,NA,NA,464.904,498.718,529.008
"HUN      ","Gimn4Osztalyos","No","2",3,5,1,2,4,0,0,0,480.878,560.996,528.131
"HUN      ","Gimn4Osztalyos","No","2",3,4,3,4,5,NA,NA,NA,457.714,399.339,442.739
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,3,4,0,2,1,403.749,410.768,418.764
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,2,1,2,NA,NA,NA,631.879,658.735,644.89
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,3,6,6,0,0,0,619.296,571.903,578.113
"HUN      ","Gimn4Osztalyos","No","1",3,4,16,12,12,0,0,0,513.887,559.791,513.489
"HUN      ","Gimn4Osztalyos","Ferfi","1",3,8,3,8,4,8,3,4,430.774,357.687,417.813
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,1,1,1,0,1,0,594.131,697.791,643.914
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,3,3,3,0,0,0,474.637,469.614,496.502
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,8,26,20,4,7,3,4,452.425,503.902,566.859
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,3,3,6,0,0,0,577.65,543.083,553.18
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,4,0,0,0,4,0,552.64,506.61,570.867
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",3,4,1,3,4,0,0,0,647.337,579.978,662.722
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,4,3,NA,4,4,1,2,574.731,579.526,561.029
"HUN      ","Gimn4Osztalyos","No","1",4,6,10,16,10,NA,1,NA,521.881,543.88,534.682
"HUN      ","Gimn4Osztalyos","No","2",4,6,2,4,10,NA,1,NA,646.125,660.02,664.015
"HUN      ","Gimn4Osztalyos","No","2",4,6,2,4,3,4,2,4,584.198,643.904,656.809
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,2,5,2,0,1,0,529.195,560.34,521.669
"HUN      ","Gimn4Osztalyos","No","2",4,6,3,8,15,2,0,2,537.851,534.988,529.343
"HUN      ","Gimn4Osztalyos","No","1",4,6,5,5,10,0,0,0,631.147,633.022,616.609
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,5,8,8,6,NA,20,NA,559.29,602.766,581.481
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,6,5,NA,3,NA,NA,NA,641.406,567.507,587.889
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,6,3,2,8,0,0,2,603.287,580.811,577.499
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,6,4,5,4,0,1,0,674.028,619.995,666.139
"HUN      ","Gimn4Osztalyos","No","2",3,4,4,3,2,0,1,0,560.215,565.555,563.496
"HUN      ","Gimn4Osztalyos","No",">=3",3,4,6,4,4,NA,2,NA,482.378,552.768,546.833
"HUN      ","Gimn4Osztalyos","No","2",3,4,4,2,2,NA,2,NA,511.793,477.664,520.08
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,3,1,1,NA,NA,NA,590.678,589.087,654.996
"HUN      ","Gimn4Osztalyos","No","1",2,0,6,NA,6,NA,20,11,458.637,569.122,504.556
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,NA,5,0,1,0,485.849,517.856,449.383
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,0,1,0,1,0,485.636,565.094,504.935
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,0,4,0,0,0,571.742,557.751,583.395
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,1,NA,1,0,1,2,450.868,499.457,477.3
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,6,NA,8,NA,15,15,524.802,545.682,538.25
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,2,NA,2,0,1,3,508.318,535.689,498.766
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,4,NA,4,NA,NA,NA,568.127,598.731,534.177
