Cocktail Name,Bartender,Company,Location,Ingredients,Garnish,Glassware,OfficialRating,AgeOfBartender
Maria Canevari Punch,,,,".5 oz Luxardo Maraschino Liqueur, .75 oz Luxardo Apricot Liqueur, 1 oz Fresh Lemon Juice, .25 oz Simple Syrup, 1 oz Perfect Puree White Peach, 3 oz Soda Water",Luxardo Cherries,N/A,7,38
Trip to Jarnac,,,,"1 oz H by HINE, .5 oz Orange Juice, .75 oz Lemon Juice, .25 oz Batavia Arrack, .5 oz Simple Syrup, 1 dash Angostura Bitters",,N/A,5,26
No.3 Negroni,,,,"1 oz No.3 London Dry Gin, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 oz Luxardo Bitter","Orange Zest, Lemon Zest",N/A,5,36
Clover Holiday Cocktail,Matthew Biancaniello,,Los Angeles,"2 oz Hophead Vodka, .75 oz Lime Juice, .5 oz Bay Leaf-Infused Honey Syrup*, 2 oz Clover's Gingersnap, 1 pinch Cinnamon",,Coupe,3,38
Amaretto Bourbon Punch,,,,"37.5 oz Hirsch Small Batch Reserve Bourbon, 6.25 oz Luxardo Amaretto di Saschira, 12.5 oz Fresh Lemon Juice, 12.5 oz Sparkling Apple Juice, 6.25 oz Simple Syrup, 37.5 oz Seltzer",,,8,35
French 75,,,,".75 oz No.3 London Dry Gin or H by HINE, .75 oz Fresh Lemon Juice, 1 dash Simple Syrup, 1 float Sparkling Wine","Lemon Peel, Luxardo Cherry",Champagne Flute,5,27
A Mi Manera (My Way) Pisco Punch,Francesco Lafranconi,,,"2 oz BarSol Selecto Italia Pisco, 1 oz Luxardo Apricot Liqueur, 2 oz Minta Soda, 1 pinch Citric Acid or Lime Juice, 1 scoop Pineapple Sorbet",Candied Pineapple Wheel,,6,37
On the Flipside,Kate Grutman,,Los Angeles,"1.5 oz Pink Pigeon Rum, 1 oz Lime juice, .75 oz Simple syrup, 2  Mint leaves, muddled, 3  Cucumber slices, muddled",,Coupe,6,36
Winter Swizzle,Kate Grutman,,Los Angeles,"2 oz Pink Pigeon Rum, 1 oz Fresh lime juice",,N/A,5,26
Lost at Sea,,,,"2 oz King's Ginger Liqueur, 1 oz Lime juice, .5 oz Cane sugar syrup, 2 oz Club soda",Basil Sprig,Collins,5,35
Feingold,Rafa García Febles,,new york,"2 oz Brandy, .5 oz Orange Cordial, 1 bsp Luxardo Sangue Morlacco Cherry Liqueur, 1  Luxardo Cherry (muddled), 1 dash Aromatic Bitters, 1 dash Cherry Bitters",Luxardo Cherry,N/A,8,34
Lovage In The Garden,Matthew Biancaniello,,Los Angeles,"2 oz Hophead Vodka, 3  Sun Gold Cherry Tomatoes, 4  Lovage Leaves, .75 oz Lime Juice, .5 oz Agave Syrup (1:1 agave to water), .5 oz Luxardo Aperitivo, 1 pinch Hepps Ghost Pepper Salt",Lovage Sprig,Rocks Glass,6,
Masataka's Vision,Larry Miller ,,Austin ,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Luxardo Amaro Abano, 3 dash House-made Rasta Bitters",Luxardo Cherry,N/A,9,
Ginger Pigeon,,,,"1 oz Pink Pigeon Rum, .5 oz Luxardo Aperitivo, .5 oz Simple syrup, .5 oz Lemon juice, 1 float Ginger beer, 4 pieces Chopped pineapple, 3 pieces Ginger root",,N/A,7,32
Spice and Stormy,,,,"1.5 oz Pink Pigeon Rum, .5 oz Simple syrup, .5 oz Lemon juice, .5 oz Luxardo Bitter, 1 float Ginger beer, 4 pieces Pineapple, 4 pieces Ginger root",,N/A,6,29
Stone Fruit Patch V2,Caterina Miltenberger,,,"1 oz Luxardo Maraschino Liqueur, .5 oz Peach Puree, .75 oz Lime Juice, 3  Raspberries, 1 oz Sparkling Wine","Raspberry, Mint",Coupe,8,35
Stone Fruit Patch V1,Caterina Miltenberger,,,"1 oz Luxardo Maraschino Liqueur, .5 oz Peach Puree, .75 oz Lime Juice, 3  Raspberries","Raspberry, Mint",N/A,8,26
Mint Garden,,,,"1.5 oz Chinaco Reposado Tequila, .5 oz Luxardo Triplum (Triple Sec), .75 oz Fresh grapefruit juice, .5 oz Lemon juice, .5 oz Simple syrup, 4 pieces Red bell pepper, 4 oz Mint sprigs",,N/A,5,32
Sabotage,William Golde,,,"2 oz Breck Bourbon, .5 oz Dancing Pines Black Walnut Bourbon, .5 oz Punt e Mes, .25 oz King's Ginger Liqueur","Burnt orange, Thyme sprig",Rocks Glass,8,38
Rhapsody in Red,Lynnette Marrero,,,"1.5 oz Chinaco Blanco Tequila, 1 oz Wild Hibiscus Tea, .5 oz Fresh Lime Juice, .5 oz Agave Nectar,   Strawberries,  top Sparkling Water",,Collins,8,26
Cherry Old Fashioned,,,,".5 tsp Demerara Sugar, 1  Roasted Cherry, 2 oz Cherry-Infused Vodka, .25 tsp Amaro di Angostura, .25 tsp Luxardo Maraschino Liqueur, 5 dash Miracle Mile Forbidden Barrel Aged Bitters","Tarragon Sprig, Roasted Cherry",Rocks Glass,5,36
Basil Gin and Tonic,,,,"1 oz Lime Juice, 1 spg Basil, 2 oz Tonic Water, 1 oz Junipero Gin",,N/A,6,38
Kumquat Smash,Francesco Lafranconi,,,"1 oz Luxardo Triplum (Triple Sec), 1 oz Ypioca Brasilizar Cachaca Prata Classica, .5 oz Luxardo Sour Cherry Syrup (Previously Amarena), 5  Kumquats, 1 float Mango Flavored Rum",Edible Flower,N/A,9,35
Mystique Green (Adapted),Francesco Lafranconi,,,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .75 oz Elderflower Liqueur, 1 oz Fresh lime juice, .5  Kiwi",Lotus root,N/A,8,27
The Reserved King,Jeff Hollinger,,,"2.5 oz Glenrothes Vintage Reserve, .5 oz King's Ginger Liqueur, 3-4 dash Angostura Bitters,   Lemon Peel",,N/A,5,37
Buccaneer,Duggan McDonnell,,,"2 oz Junipero Gin, .5 oz Campari, .5 oz Velvet Falernum, 1 oz Lime Juice, .5 oz Simple Syrup, 3 large chunks Pineapple",,Coupe,9,36
PDA,William Golde,,,"1.5 oz New York Apple Whiskey, 1 oz King's Ginger Liqueur, .75 oz Lemon, .5 oz Lemongrass ginger syrup, .5 oz Egg white","Cinnamon stick, Apple",N/A,6,26
The Proverb,,,,"2 oz H by HINE, .5 oz Maurin Quina, .25 oz Luxardo Maraschino Liqueur, 1 dash Angostura Bitters, 2 dash Black Walnut Bitters",Luxardo Cherry,Double Rocks Glass,6,35
Raspberry Batida,,,,"2 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, 1 oz Sweetened Condensed Coconut Milk, 1 oz Almond Milk, .5 oz Briottet Creme de Framboise (Raspberry), .5 oz Tempus Fugit Creme de Cacao, 1 handful Fresh Raspberries, 2 dash Rubarb Bitters",Orange Wedge,Highball Glass,5,34
Ode to Kinshi,Shaher Misif,,,"1.5 oz Nikka Whisky Yoichi Single Malt 15 YO, .75 oz Cocchi Americano Rosa, .5 oz Luxardo Amaro Abano, 5 dash Bittermens Xocolatl Mole Bitters",Red Delicious Apple Slice,Coupe,6,36
Junipero Gin and Tonic,,,,"2 oz Junipero Gin, 4 oz Fever-Tree Tonic Water, 3 cubes Tonic Water Ice Cubes*",(see instructions),Rocks Glass,6,26
L'Aviation,,,,"1.5 oz No.3 London Dry Gin, 0.5 oz Luxardo Maraschino Liqueur, 0.5 oz Tempus Fugit Liqueur de Violettes, .75 oz Fresh lemon juice",Lemon peel,Martini,8,35
The Bacchus Cocktail,Francesco Lafranconi,,,"5  Concord grapes, 3  Blackberries, 1.5 oz BarSol Primero Quebranta Pisco, 1 oz Crème Yvette, 1 oz Lemon juice, .5 oz Egg white","Concord grapes, Lemon peel, twisted",Coupe,3,29
Garrison's New Fashioned,Francesco Lafranconi,,,"2 oz Garrison Brothers Flagship Bourbon, .5 oz Luxardo Apricot Liqueur, 2 dash Australian Bitters Company Aromatic Bitters,   Lemon Peel","Luxardo Cherry, Orange Slice",Old Fashioned Glass,10,26
Pina Del Este,Francesco Lafranconi,,,"1.5 oz Luxardo Amaretto di Saschira, 4  Lime wedges, 1  Pinapple wheel, .5 oz Gomme syrup, 1 float Pisco ",Edible flower,Rocks Glass,8,35
Vida Verde (Adapted),Francesco Lafranconi,,,"1.5 oz Chinaco Blanco Tequila, .75 oz Luxardo Maraschino Liqueur, 1.5 oz Lime Sweet n' Sour mix,  oz Cucumber wheels,  oz Sprigs of Mint",Cucumber wheels,N/A,8,42
Culebra,Francesco Lafranconi,,,"1.5 oz Rhum Agricole-style, .75 oz Luxardo Amaretto di Saschira, .5 oz Fresh lime juice, 4 oz Cola, 3 oz Mint sprigs, 2 dash Bitters",Fresh mint sprig,Collins,6,47
Morlacco Julep,Francesco Lafranconi,,,"1.25 oz Brandy de Jerez, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, 4 sprigs Mint, 1 float Luxardo Amaretto di Saschira","Mint Sprigs, Luxardo Cherries",N/A,8,32
Sorrentino,Francesco Lafranconi,,,"1 oz Luxardo Limoncello, 1 oz Luxardo Bitter, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 2 oz Club Soda,   Fresh Thyme",Orange slice,Rocks Glass,8,29
SOMA Fizz,,,,"1.5 oz Junipero Gin, .5 oz Lemon juice, .75 oz Luxardo Triplum (Triple Sec), .75 oz Heavy Cream, 2 dash Orange Bitters, 2 oz Club Soda",Orange wedge,Collins,5,35
The Ginger Royale,,,,"35 ml King's Ginger Liqueur, 140 ml Champagne",,N/A,7,26
Brazilian Mai Tai,,,,"1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 3 oz Mai Tai Mix, 1 splash Soda Water, 1 float English Harbour Rum",Lime Wheel,,6,32
Sorriso (Adapted),Francesco Lafranconi,,,"1 oz No.3 London Dry Gin, 1 oz Pear flavored Vodka, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Sherry, 2 dash Bitters",Orange twist,Martini,5,38
Pacific Breeze,Francesco Lafranconi,,,"1.5 oz Luxardo Triplum (Triple Sec), .75 oz Watermelon Liqueur, 3 oz Cranberry juice,  oz Fresh lime sweet n' sour mix",Fresh watermelon,Collins,8,26
Negroni,,,,"1 oz No.3 London Dry Gin, 1 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 oz Luxardo Bitter",Orange Twist,Rocks Glass,7,36
Blood & Sand,,,,".75 oz Glenrothes Vintage Reserve, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Orange Juice",Flamed Orange Peel,Coupe,9,38
Harms' Way,Taylor Wright,,Houston,"1 oz Luxardo Bitter Bianco, 1.25 oz Blanco Tequila, .25 oz D.O.M Benedictine, 1 dash Bittermens Xocolatl Mole Bitters",Lemon Peel,Coupe,8,29
Amaretto Rose,,,,"1.5 oz Luxardo Amaretto di Saschira, .5 oz Lime Juice,  fill Club Soda",,Collins,4,26
The Touch  of Glass,,,,"1.5 oz Brandy de Jerez (Foie Gras-Infused), 2-3 drops Truffle Tincture,   Atomized Pipe Tobacco Essence",,,9,35
La Capilla,Maxwell Britten,,,"1.5 oz Mezcal, .75 oz Pierre Ferrand Curaçao, .5 oz Gordy’s Cocktail Pickle Brine, 1 oz Watermelon Juice, .5 oz Fresh Grapefruit Juice, .5 oz Fresh Lime Juice","Watermelon Wedge, Lime Zest, Maldon Sea Salt",Double Rocks Glass,6,42
Palais Royal,,,,"3 oz Champagne, 1 oz H by HINE, .33 oz Cherry Brandy, 1 tsp Lemon Juice","Luxardo Cherry, Lemon Slice",Wine Glass,6,47
Rothes Julep,,,,"2 oz Glenrothes Vintage Reserve,   Simple Syrup, 5  Mint Leaves",Mint Sprig,Rocks Glass,5,-1
Rio De Janeiro Mule,,,,"1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 1.5 oz Ginger Citrus Agave Blend, 5 oz Ginger Ale, 1 dash Aromatic Bitters",Lime Wheel,,7,34
Fernet Frappe,Francesco Lafranconi,,,"1.5 oz Luxardo Fernet, .5 oz King's Ginger Liqueur, 2 oz Cola, 1 wedge Lemon juice",Fresh English Mint,N/A,5,36
The Twinger ,,,,"1.5 oz King's Ginger Liqueur,  top Fever-Tree Ginger Ale, 2 dash Angostura Bitters ",Lime Squeeze,Collins,4,26
No.3 & T,,,,"1.5 oz No.3 London Dry Gin, 1 lemon Lemon, 1 fill Tonic water",,Rocks Glass,5,35
3 & Tree ,,,,"1.5 oz No.3 London Dry Gin,  top Fever-Tree Tonic Water, .25 oz Maurin Quina",Pomegranate Seeds,Collins,6,34
Crooked Kilt,,,,"1.5 oz Glenrothes Vintage Reserve, .75 oz Lime Juice , .5 oz Green Chartreuse, .5 oz Velvet Falernum, .5 oz Pineapple Juice",Mint,N/A,6,36
Orange Crush,,,,2.5 oz Glenrothes Vintage Reserve,Orange Peel,Rocks Glass,9,26
Simply Perfecto,,,San Francisco,2 oz BarSol Perfecto Amor (Aperitif Wine),Orange wheel,Rocks Glass,6,32
Château Montifaud Creation,Sophie,,,"1.5 oz Chateau de Montifaud Cognac VS, 1 oz Lemon Juice, .25 oz Orgeat (Almond) Syrup, .25 oz Triple Sec,  top Lemonade",Lemon Peel,N/A,6,29
Château Montifaud on the Rocks,Michel,,,"1.5 oz Chateau de Montifaud Cognac XO, 3  Ice Cubes",,N/A,5,35
Château Montifaud Pink Love,Elodie,,,".75 oz Chateau de Montifaud XO Silver, .75 oz Sugar Syrup, .75 oz Lemon Juice, 3  Raspberries,  fill Champagne",3 Raspberries,N/A,4,26
Duke's Classic Dry Martini,,,London,"3 oz No.3 London Dry Gin, 1 tsp Extra Dry Vermouth, 1  Amalfi Lemon",Lemon Twist,Martini,6,32
Glimpse of Seduction,Francesco Lafranconi,,,".75 oz Luxardo Maraschino Liqueur, .75 oz Grapefruit flavored Vodka, .5 oz Fresh lemon juice, 1 float Pomegranate liqueur, 2 scoop Lemon sorbet",Fresh lychee,N/A,6,38
Bloody Fernet,Francesco Lafranconi,,,"1 oz Luxardo Fernet, .75 oz Luxardo Maraschino Liqueur, 2 scoop Blood orange sorbet",Blood orange wheel,N/A,6,26
Kentucky Likker,Francesco Lafranconi,,,"1.5 oz Hirsch Small Batch Reserve Bourbon, 1 oz Luxardo Amaro Abano, 2 dash Orange Bitters, 1 splash Club Soda","Lemon Peel, Luxardo Cherry",Old Fashioned Glass,10,36
Château Montifaud Lady Touch Triple Sec,Catherine,,,"1.5 oz Chateau de Montifaud Reserve Speciale Michel Vallet, .75 oz Triple Sec, 1 oz Lemon Juice, 1 oz Sugar Syrup, 8  Fresh Mint,   Ice Cubes",,N/A,5,38
Pink Colada,,,,"2 oz Pink Pigeon Rum, 2 oz Pineapple Juice, 1.5 oz Cream of Coconut",,Collins,4,35
Profundo,,,,"1.25 oz Hirsch Small Batch Reserve Bourbon, 1.25 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Chocolate Liqueur, 1 oz Heavy cream flavored with Hum Liqueur",Fresh cherry,N/A,7,27
Château Montifaud on Mint,Laurent,,,"1 coffee spoon Sugar Syrup, 10  Fresh Mint, .25  Sliced Green Lemon, 1 oz Chateau de Montifaud Cognac VSOP, .75 oz Lemon Juice, .75 oz Sparkling Water",,N/A,4,37
Kiss Of Persuasion,Francesco Lafranconi,,,"1 oz Luxardo Maraschino Liqueur, 1 oz Honey-Pear Liqueur, .5 oz Heavy Cream,  oz Pinch of Cardamom,  oz Dehydrated pear slice",Cardamom,Coupe,7,34
Marchesa,Loris Melis,,,"30 ml Luxardo Maraschino Liqueur, 20 ml Bitter, 20 ml Luxardo Sangue Morlacco Cherry Liqueur, 20 ml Bourbon, 2 dash Chocolate Bitters","Luxardo Cherry, Dehydrated Orange Wheel",Old Fashioned Glass,9,36
Brazilian Mule Punch,Lauren Sanchez,,Miami,"2 part Ypioca Brasilizar Cachaca Prata Reserva Especial, 1 part Fresh Lime Juice, 1 part Ancho Chile-Infused Simple Syrup, 1 float Ginger Beer, 2 dash Angostura Bitters","Dried Ancho Chiles, Lime Wheel",N/A,4,26
Coco Batida,,,,"1 1/2 oz Coconut milk, 1 1/2 oz Condensed milk, 3 oz Ypiòca, 1 Tbsp Sugar",,N/A,6,35
Orange Batida,,,,"2 1/2 oz Orange Juice, 1 1/2 oz Ypiòca, 1-2 Tbsp Sugar",,N/A,7,39
Passion Fruit Batida,,,,"1-2 Tbsp Sugar, 1 1/2 oz Ypiòca,   Passion fruit",,N/A,6,36
Peach Batida,,,,"3 oz Peach Juice, 1 1/2 oz Condensed milk, 1 1/2 oz Ypiòca , 1 Tbsp Sugar ",,N/A,4,28
Karlsson's Old Fashioned,,,,"2 oz Karlsson's Gold Vodka, 1 cube Brown sugar, 1 splash Bitter",Lemon peel,N/A,9,27
The Improved Sazerac,,,,"1.5 oz H by HINE, .25 oz Luxardo Maraschino Liqueur, .5 tsp Simple Syrup (1:1), 3 dash Peychaud's Bitters, 1 dash Angostura Bitters,  rinse Vieux Pontarlier Absinthe Francaise Superieure",Lemon Twist,N/A,8,26
Luxardo Fresco,,,,"1.5 oz Luxardo Maraschino Liqueur, 1 strip Cucumber, 1 dash Lemon Juice,  top Tonic",Rosemary,Wine Glass,6,22
Stranger in the Alps,Matt Tocco,,," rinse Eau de Vie, 1.5 oz Junipero Gin, 1 oz Carpano Antica, .75 oz Campari, .25 oz Braulio Amaro, 1 pinch Salt",Lemon Pigtail,Rocks Glass,7,-1
Corpse Reviver No.2,,,,".75 oz No.3 London Dry Gin, .75 oz Tempus Fugit Kina L'Aero d'Or, .75 oz The Genuine Curacao Liqueur Clear, .75 oz Lemon Juice,  rinse Vieux Pontarlier Absinthe Francaise Superieure",,N/A,7,27
Sazerac,,,,"0.5 oz Vieux Pontarlier Absinthe Francaise Superieure, 2 oz H by HINE, 3 dash Tempus Fugit Abbott's Bitters, 0.5 tsp Sugar",Lemon peel,Old Fashioned Glass,9,35
The Last Marasca,Luke Ridge,,,"50 ml Gin, 20 ml Luxardo Maraschino Liqueur, 5 ml Luxardo Orgeat Syrup, 5 ml Lemon Juice, 1 dash Absinthe",Luxardo Cherry,N/A,7,26
Seersucker Sunshine,Josh Ruiz,,Houston,".75 oz Luxardo Bitter Bianco, 1.5 oz Seersucker Gin, .5 oz Lillet Blanc, 1.5 oz Sauternes, 2 dash Orange Blossom Water",Lemon Wheel,Nick & Nora,7,23
Bubbleliciously Delicious,Jason Lee,,New Orleans,".5 oz Luxardo Fernet, 1.5 oz Luxardo Triplum (Triple Sec), 1 dash Angostura bitters, 2 slices Satsuma slices, 2 oz Sioux City Sarsparilla Soda",,N/A,7,25
The King's Mulled Cider,,,,"2 oz King's Ginger Liqueur, 5 oz Hard Apple Cider, 5 oz Fresh Apple Juice","Lemon, Cinnamon Stick, Fresh Blackberries",,6,36
Vintage Reserve Sour,,,,"1.5 oz Glenrothes Vintage Reserve, .5 oz Lemon Juice, 1 dash Simple Syrup","Orange Peel, Luxardo Cherry",Rocks Glass,5,38
The King's Queen,,,,"50 ml King's Ginger Liqueur, 25 ml Fresh lime, 1 slice Fresh ginger, 4 strawberries Strawberries(muddled)",,Collins,9,35
Rita's Song,,,Seattle,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dash Dr. Adam's Boker's bitters, .25 oz Simple syrup",,N/A,6,36
The Rusty Tack,,,,"1 oz King's Ginger Liqueur, 1 oz Glenrothes Vintage Reserve",,Rocks Glass,8,38
The House of Duncan,Brian Floyd,,Austin,"1.5 oz Glenrothes Vintage Reserve, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz King's Ginger Liqueur, 1 dash Angostura Bitters",Luxardo Cherry,N/A,6,35
The King and Tonic,,,,"1.5 oz King's Ginger Liqueur, 3 oz Fever-Tree Tonic Water, 1 dash Angostura Bitters",,Collins,8,27
Big and Bright,Brian Floyd,,Austin,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, 1 oz Fresh grapefruit juice, .25 oz Honey, .25 oz Fresh lime juice , 1 dash Fire and Damnation bitters, 1 splash Club soda",,Collins,8,34
Tamaulipas Margarita,,,,"2 oz Chinaco Blanco Tequila, 1.5 oz Fresh Lime Juice, 1 oz Agave Nectar",Lime Wheel,,6,36
Tea Party Cocktail,Stuart McCloskey,,San Francisco,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, .5 oz Orange marmalade syrup, .25 oz Lemon juice, 1 oz Bergamot tea foam",Pinch bergamot tea leaves,Coupe,10,26
Delicious in Mauritius,Jessica Maria,,San Francisco,"1.5 oz Pink Pigeon Rum, .5 oz White peach puree, .25 oz Hibiscus syrup, .25 oz Lemon juice, .5 oz Ginger ale",Lemon zest,N/A,5,35
7th Heaven ,,,,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, 1 oz Grapefruit juice, .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters",Lemon or Orange Peel,Martini,9,34
Amaretto Sourball,,,,"1 oz Vodka, 1 oz Luxardo Amaretto di Saschira, 1 splash Lemon Juice, 1 splash Orange Juice",,Old Fashioned Glass,10,36
Santa Patricia,Jonathan Pogash,,,"1 oz Blanco Tequila, .5 oz Dry Curacao, .5 oz Luxardo Bitter, .75 oz Fresh Ruby Red Grapefruit Juice , .5 oz Cinnamon Syrup ",Fresh Grapefruit Slice,Highball Glass,10,36
P.T. Barnum Cocktail,,,,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Apricot Liqueur, .5 oz Fresh Lemon Juice , 1 dash Angostura bitters",Orange or Lemon Peel,Martini,6,38
No.3 Bramble,,,,"1.5 oz No.3 London Dry Gin, .5 oz Fresh Lemon Juice, .5 oz Briottet Creme de Mure (Blackberry), .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters (optional)",Blackberry or Mint,Rocks Glass,9,35
The King Merlet Sidecar,Dave Guest ,,San Francisco,"1.5 oz H by HINE, .5 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lemon Juice, 1 oz Pressed Apple Juice","Flamed lemon peel, Apple slice",N/A,7,27
3AM,Dave Guest ,,San Francisco,"1.5 oz No.3 London Dry Gin, .75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice","Lime Wedge, Luxardo Cherry",N/A,6,36
Apricot Lady,,,,"1.25 oz Light Rum, 1 oz Luxardo Apricot Liqueur, .25 tsp Triple Sec, 1 Tbsp Lime Juice, 1  Egg White",Orange Slice,Old Fashioned Glass,10,28
Essence No.5 (Adapted),Francesco Lafranconi,,,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lavander syrup, 1 oz Fresh lime juice, 4  Raspberries",Channeled lemon wheel,N/A,4,27
Last Word,,,,".75 oz Luxardo Maraschino Liqueur, .75 oz Junipero Gin, .75 oz Green Chartreuse, .75 oz Fresh Lime Juice",,Cocktail Glass,8,26
White Lady (Classic) (Adapted),,,,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .75 oz Fresh Lemon Juice, .5 oz Egg White",Lemon Peel,N/A,4,22
Toasted Drop,Francesco Lafranconi,,,"1.5 oz Citrus-flavored Vodka, .75 oz Luxardo Limoncello, .5 oz Luxardo Amaretto di Saschira, 1 oz Fresh sweet n' sour, .5 oz Egg white",Cinnamon sugar rim,Martini,8,-1
The Windtalker,,,,"1.5 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Amaretto di Saschira, .5 oz King's Ginger Liqueur, .75 oz Fresh lemon juice, .5 oz Egg white",Orange slices,Old Fashioned Glass,9,27
Arapa Cocktail,,,,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz Junipero Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, 1 dash Fee Bros. Rhubard Bitters",Luxardo Cherry,Martini,3,35
Kay Pacha Mi Pacha,,,,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, .5 oz Lemon juice, 2 dash Angostura Orange Bitters",Luxardo Cherry,Martini,3,26
Creole Summer,Francesco Lafranconi,,,"1.5 oz Vanilla flavored Vodka, .75 oz Luxardo Limoncello, 1 oz Fresh sweet n' sour, .5 oz Passion fruit puree, .5 oz Egg white, 7 dash Green Tabasco",Channeled lemon wheel,N/A,5,23
Assemble Mule,Sergio Leanza,,,"20 ml Monkey Shoulder Blended Scotch Whisky, 15 ml King's Ginger Liqueur, 20 ml Mezcal, 20 ml Agave Syrup, 15 ml Lime Juice, 4  Mint Leaves,  top Prosecco","Mint Sprig, Marshmallow",Highball Glass,4,25
Corpse Reviver No 1,,,,"50 ml H by HINE, 25 ml Calvados, 25 ml Tempus Fugit Alessio Vermouth Bianco",Orange Twist,Coupe,4,25
Orchard Malt Mule,Kevin Diedrich,,,"2 oz Glenrothes Vintage Reserve, .25 oz St. Elizabeth Allspice Dram, 1 oz Apple Cider, .5 oz Belle Brillet, .5 oz Lemon, 2 dash Angostura Bitters, 2 oz Ginger Beer","Lemon Wheel, Luxardo Cherry",Collins,3,24
Figge bout it,Kevin Diedrich,,,"2 oz Westland American Single Malt, .25 oz Lustau Pedro Ximénez Sherry, .75 oz Lemon Juice, .5 oz Fig & Cinnamon Syrup, 1 dash Angostura Bitters","Torched Cinnamon Stick, Luxardo Cherry",Double Rocks Glass,6,21
Frankie and Johnnie,Brian Floyd,,Austin,"1 oz King's Ginger Liqueur, 1 oz C. Drouin Pommeau de Normandie, .5 oz Fresh lemon juice, .5 oz Fresh orange juice, 1 dash Jerry Thomas Bitters",Lemon wheel,N/A,8,37
Primo Carnera,,,,"45 ml Luxardo Sangue Morlacco Cherry Liqueur, 15 ml Luxardo Triplum (Triple Sec), 20 ml Luxardo Liquore St. Antonio",Orange Skin,Martini,3,26
Opaka Raka,Brian Miller,,,"1.5 oz Junipero Gin, 1.5 oz Don's Mix*, .75 oz Lime Juice, .25 oz Simple Syrup, 1 dash Bittermens 'Elemakule Tiki Bitters",Lime Wheel,Highball Glass,4,24
Tokyo Tea,Kevin Diedrich,,,"1.5 oz Nikka Coffey Grain Whisky, 1 oz Yogurt Liquor, .5 oz Milk, .5 oz Golden Sesame Honey, 1 dash Angostura Bitters, 1 tsp Matcha Tea",Salted Pistachio,Rocks Glass,4,36
Ginger Drop,Tricia Alley,,Los Angeles,".5 oz King's Ginger Liqueur, 1.5 oz Momokawa Organic Junmai Ginjo Sake, .75 oz Lemon juice, .5 oz Simple syrup",Lemon wheel,Martini,4,21
The Last Wish,Francesco Lafranconi,,,"1 oz Luxardo Amaro Abano, 1 oz Luxardo Amaretto di Saschira, 2 oz Espresso coffee, 1 scoop Vanilla ice cream",Mint sprig,N/A,4,37
Aviation (Adapted),,,,"2 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, .5 oz Fresh Lemon Juice, .25 oz Tempus Fugit Liqueur de Violettes","Lemon Peel, Luxardo Cherry",Cocktail Glass,6,26
Vesper's Sister,,,,"1 oz Van Gogh Blue Vodka, 1 oz No.3 London Dry Gin, .5 oz Lillet Blanc, .25 oz St. Germain","Lemon Twist, Orange Twist",Martini,6,24
Hanky Panky (Classic),,,,"1.5 oz No.3 London Dry Gin, 1.5 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 2 dash Luxardo Fernet",Orange Peel,N/A,4,26
Pistachio Follies,Francesco Lafranconi,,,"1 oz Luxardo Amaro Abano, 1 oz Aged Rum, 1 oz Fresh cream(not whipped), .5 oz Pistachio syrup",Ground pistachios,N/A,6,37
